Case ID,Activity,Concurrent Case Count,Avg Qty Completed by Others,Avg Qty Rejected by Others,Avg Duration of Concurrent Cases,Active Resources Count,Total Qty Completed by Others,Completion Time (minutes)
Case 192,Milling - Machine 14,1,27.0,0.0,523.0,1,27,625.0
Case 192,Milling - Machine 14,0,,,,0,0,195.0
Case 192,Milling - Machine 14,0,,,,0,0,60.0
Case 192,Milling - Machine 14,1,0.0,3.0,50.0,1,0,90.0
Case 192,Milling - Machine 14,0,,,,0,0,624.0
Case 192,Packing,1,1.0,0.0,70.0,2,3,60.0
Case 192,Final Inspection Q.C.,0,,,,0,0,214.0
Case 194,Turning & Milling - Machine 10,2,14.0,0.0,72.5,2,28,40.0
Case 194,Turning & Milling - Machine 10,2,5.5,0.0,370.0,2,11,552.0
Case 194,Turning & Milling Q.C.,1,9.0,0.0,87.0,1,9,92.0
Case 194,Turning & Milling - Machine 10,2,13.0,0.0,450.0,2,26,637.0
Case 194,Turning & Milling Q.C.,0,,,,0,0,189.0
Case 194,Turning & Milling - Machine 10,0,,,,0,0,579.0
Case 194,Turning & Milling - Machine 10,1,0.0,0.0,48.0,1,0,356.0
Case 194,Turning & Milling Q.C.,0,,,,0,0,90.0
Case 194,Turning & Milling - Machine 10,0,,,,0,0,1212.0
Case 194,Stress Relief,0,,,,0,0,240.0
Case 194,Turning & Milling - Machine 10,1,0.0,0.0,30.0,1,0,202.0
Case 194,Turning & Milling Q.C.,1,0.0,0.0,230.0,1,0,538.0
Case 194,Turning - Machine 9,1,65.0,0.0,1.0,1,65,427.0
Case 194,Turning - Machine 9,1,3.0,0.0,99.0,1,3,86.0
Case 194,Turning - Machine 9,3,21.333333333333332,0.0,146.66666666666666,2,64,535.0
Case 194,Turning & Milling Q.C.,0,,,,0,0,30.0
Case 194,Turning - Machine 9,2,10.0,0.0,93.0,2,20,86.0
Case 194,Turning - Machine 9,0,,,,0,0,1.0
Case 194,Turning Q.C.,3,0.3333333333333333,0.0,162.33333333333334,3,1,100.0
Case 194,Laser Marking - Machine 7,1,0.0,0.0,152.0,1,0,26.0
Case 194,Lapping - Machine 1,2,1.6666666666666667,0.16666666666666666,72.5,3,10,75.0
Case 194,Lapping - Machine 1,1,0.0,0.0,149.0,1,0,189.0
Case 194,Final Inspection Q.C.,2,20.0,0.0,355.0,2,40,230.0
Case 194,Final Inspection Q.C.,1,9.0,0.0,54.0,1,9,262.0
Case 194,Final Inspection Q.C.,0,,,,0,0,421.0
Case 194,Final Inspection Q.C.,0,,,,0,0,181.0
Case 194,Grinding Rework - Machine 27,0,,,,0,0,114.0
Case 194,Final Inspection Q.C.,1,182.0,0.0,224.0,1,182,60.0
Case 194,Final Inspection Q.C.,3,26.0,0.0,186.66666666666666,3,78,300.0
Case 194,Packing,6,34.857142857142854,0.0,87.71428571428571,3,244,60.0
Case 194,Packing,6,34.857142857142854,0.0,87.71428571428571,3,244,60.0
Case 194,Packing,4,43.4,0.0,66.0,2,217,60.0
Case 194,Packing,4,43.4,0.0,66.0,2,217,60.0
Case 195,Turning & Milling Q.C.,0,,,,0,0,185.0
Case 195,Flat Grinding - Machine 11,6,24.0,0.0,67.5,4,144,75.0
Case 195,Lapping - Machine 1,0,,,,0,0,97.0
Case 195,Lapping - Machine 1,0,,,,0,0,235.0
Case 195,Flat Grinding - Machine 11,1,58.0,0.0,40.0,1,58,265.0
Case 195,Flat Grinding - Machine 11,0,,,,0,0,43.0
Case 195,Round Grinding - Machine 2,1,26.0,0.0,503.0,1,26,79.0
Case 195,Round Grinding - Machine 2,2,0.0,0.0,223.0,2,0,147.0
Case 195,Round Grinding - Machine 2,2,8.666666666666666,0.0,46.666666666666664,3,26,171.0
Case 195,Round Grinding - Machine 2,1,15.0,0.0,512.0,1,15,529.0
Case 195,Round Grinding - Machine 2,1,0.0,0.0,14.0,1,0,473.0
Case 195,Round Grinding - Q.C.,0,,,,0,0,88.0
Case 195,Packing,3,28.0,0.0,69.0,3,140,60.0
Case 195,Final Inspection Q.C.,1,24.0,0.0,60.0,1,24,45.0
Case 196,Turning & Milling Q.C.,0,,,,0,0,159.0
Case 196,Grinding Rework - Machine 27,0,,,,0,0,117.0
Case 196,Final Inspection Q.C.,0,,,,0,0,46.0
Case 196,Packing,13,42.25,0.9375,65.625,6,676,60.0
Case 198,Turning & Milling - Machine 5,0,,,,0,0,235.0
Case 198,Turning & Milling - Machine 5,1,15.0,0.0,230.0,1,15,180.0
Case 198,Turning & Milling - Machine 5,2,12.5,0.0,225.0,2,25,330.0
Case 198,Turning & Milling Q.C.,5,3.6666666666666665,0.0,200.0,4,22,68.0
Case 198,Turning & Milling - Machine 5,2,112.0,0.0,67.5,1,224,1.0
Case 198,Turning & Milling - Machine 5,0,,,,0,0,112.0
Case 198,Turning & Milling - Machine 5,1,0.0,0.0,101.0,1,0,59.0
Case 198,Turning & Milling - Machine 5,0,,,,0,0,328.0
Case 198,Turning & Milling - Machine 5,3,16.0,0.0,359.3333333333333,3,48,349.0
Case 198,Turning & Milling Q.C.,2,16.5,0.0,316.0,2,33,44.0
Case 198,Laser Marking - Machine 7,0,,,,0,0,60.0
Case 198,Turning Rework - Machine 21,2,0.0,0.0,60.0,1,0,90.0
Case 198,Turning & Milling Q.C.,0,,,,0,0,61.0
Case 198,Lapping - Machine 1,1,0.0,0.0,59.0,1,0,240.0
Case 198,Lapping - Machine 1,0,,,,0,0,85.0
Case 198,Lapping - Machine 1,6,14.777777777777779,0.0,66.66666666666667,2,133,75.0
Case 198,Lapping - Machine 1,0,,,,0,0,65.0
Case 198,Lapping - Machine 1,5,6.6,0.0,63.0,2,33,75.0
Case 198,Lapping - Machine 1,0,,,,0,0,0.0
Case 198,Laser Marking - Machine 7,0,,,,0,0,75.0
Case 198,Round Grinding - Machine 2,0,,,,0,0,178.0
Case 198,Round Grinding - Machine 2,0,,,,0,0,126.0
Case 198,Round Grinding - Machine 2,2,49.0,0.0,297.0,2,98,198.0
Case 198,Round Grinding - Machine 2,1,39.0,0.0,400.0,1,39,398.0
Case 198,Round Grinding - Machine 2,1,10.0,0.0,272.0,1,10,273.0
Case 198,Round Grinding - Machine 2,2,16.5,0.0,493.5,2,33,504.0
Case 198,Round Grinding - Machine 2,0,,,,0,0,8.0
Case 198,Round Grinding - Machine 2,2,28.5,0.0,114.0,2,57,479.0
Case 198,Round Grinding - Machine 2,0,,,,0,0,262.0
Case 198,Final Inspection Q.C.,0,,,,0,0,162.0
Case 198,Packing,4,8.4,0.0,60.0,1,42,60.0
Case 198,Packing,4,46.75,0.0,60.0,1,187,60.0
Case 198,Final Inspection Q.C.,0,,,,0,0,122.0
Case 198,Grinding Rework - Machine 27,1,1.0,0.0,292.0,1,1,156.0
Case 198,Packing,7,97.42857142857143,0.0,62.142857142857146,2,682,60.0
Case 198,Final Inspection Q.C.,0,,,,0,0,75.0
Case 198,Laser Marking - Machine 7,0,,,,0,0,75.0
Case 199,Lapping - Machine 1,3,61.333333333333336,0.0,75.0,2,184,75.0
Case 199,Lapping - Machine 1,0,,,,0,0,431.0
Case 199,Lapping - Machine 1,0,,,,0,0,25.0
Case 199,Lapping - Machine 1,0,,,,0,0,160.0
Case 199,Lapping - Machine 1,0,,,,0,0,21.0
Case 199,Round Grinding - Machine 2,3,11.0,0.0,266.0,3,33,8.0
Case 199,Round Grinding - Machine 2,0,,,,0,0,171.0
Case 199,Round Grinding - Machine 2,0,,,,0,0,198.0
Case 199,Lapping - Machine 1,5,31.333333333333332,0.8333333333333334,72.5,2,188,75.0
Case 199,Lapping - Machine 1,0,,,,0,0,166.0
Case 199,Turning & Milling Q.C.,1,0.0,0.0,60.0,1,0,60.0
Case 199,Turning & Milling - Machine 10,0,,,,0,0,69.0
Case 199,Turning & Milling - Machine 10,1,0.0,0.0,41.0,1,0,520.0
Case 199,Round Grinding - Machine 2,0,,,,0,0,951.0
Case 199,Turning & Milling - Machine 10,1,3.0,0.0,54.0,1,3,897.0
Case 199,Round Grinding - Machine 2,0,,,,0,0,205.0
Case 199,Round Grinding - Machine 2,2,31.5,0.0,330.0,2,63,596.0
Case 199,Turning & Milling - Machine 10,2,16.5,0.0,315.0,2,33,1380.0
Case 199,Round Grinding - Machine 2,2,16.5,0.0,315.0,2,33,352.0
Case 199,Lapping - Machine 1,0,,,,0,0,114.0
Case 199,Round Grinding - Machine 2,0,,,,0,0,540.0
Case 199,Turning & Milling - Machine 10,1,1.0,0.0,176.0,1,1,387.0
Case 199,Round Grinding - Machine 2,1,0.0,0.0,463.0,1,0,198.0
Case 199,Turning & Milling - Machine 10,1,16.0,0.0,344.0,1,16,122.0
Case 199,Final Inspection Q.C.,1,0.0,0.0,230.0,1,0,230.0
Case 199,Final Inspection Q.C.,2,0.0,0.0,123.0,1,0,66.0
Case 199,Turning & Milling Q.C.,0,,,,0,0,87.0
Case 199,Turning & Milling - Machine 10,0,,,,0,0,612.0
Case 199,Turning & Milling - Machine 10,2,0.0,0.0,332.5,2,0,627.0
Case 199,Laser Marking - Machine 7,0,,,,0,0,42.0
Case 199,Turning & Milling - Machine 10,0,,,,0,0,429.0
Case 199,Final Inspection Q.C.,0,,,,0,0,35.0
Case 199,Final Inspection Q.C.,0,,,,0,0,167.0
Case 199,Final Inspection Q.C.,1,79.0,0.0,75.0,1,79,53.0
Case 199,Turning & Milling - Machine 10,0,,,,0,0,223.0
Case 199,Final Inspection Q.C.,0,,,,0,0,100.0
Case 199,Final Inspection Q.C.,1,0.0,0.0,538.0,1,0,230.0
Case 199,Turning & Milling - Machine 10,0,,,,0,0,407.0
Case 199,Final Inspection Q.C.,0,,,,0,0,40.0
Case 199,Final Inspection Q.C.,0,,,,0,0,30.0
Case 199,Turning & Milling - Machine 10,1,4.0,0.0,86.0,1,4,99.0
Case 199,Turning & Milling Q.C.,1,18.0,0.0,100.0,1,18,134.0
Case 199,Turning & Milling Q.C.,0,,,,0,0,20.0
Case 199,Turning & Milling Q.C.,0,,,,0,0,6.0
Case 199,Turning & Milling Q.C.,0,,,,0,0,10.0
Case 199,Laser Marking - Machine 7,1,108.0,0.0,75.0,1,108,80.0
Case 199,Grinding Rework - Machine 27,0,,,,0,0,33.0
Case 199,Final Inspection Q.C.,2,0.0,0.0,172.0,2,0,100.0
Case 199,Final Inspection Q.C.,0,,,,0,0,170.0
Case 199,Packing,1,0.0,0.0,75.0,1,0,60.0
Case 199,Lapping - Machine 1,1,1.0,0.0,428.0,1,1,23.0
Case 199,Round Grinding - Machine 3,6,58.42857142857143,1.1428571428571428,64.28571428571429,4,409,121.0
Case 199,Lapping - Machine 1,5,67.83333333333333,1.3333333333333333,70.0,3,407,75.0
Case 199,Round Grinding - Machine 3,0,,,,0,0,220.0
Case 199,Round Grinding - Machine 3,0,,,,0,0,60.0
Case 199,Lapping - Machine 1,8,68.11111111111111,1.4444444444444444,63.333333333333336,3,613,75.0
Case 199,Lapping - Machine 1,0,,,,0,0,359.0
Case 199,Lapping - Machine 1,0,,,,0,0,145.0
Case 199,Round Grinding - Machine 3,0,,,,0,0,194.0
Case 199,Lapping - Machine 1,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Lapping - Machine 1,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Round Grinding - Machine 3,2,8.5,0.0,243.0,2,17,307.0
Case 199,Lapping - Machine 1,1,0.0,0.0,40.0,1,0,207.0
Case 199,Round Grinding - Machine 3,1,29.0,0.0,38.0,1,29,78.0
Case 199,Round Grinding - Machine 3,0,,,,0,0,145.0
Case 199,Round Grinding - Machine 3,0,,,,0,0,146.0
Case 199,Lapping - Machine 1,1,22.0,0.0,119.0,1,22,1.0
Case 199,Round Grinding - Machine 3,1,10.0,0.0,450.0,1,10,9.0
Case 199,Round Grinding - Machine 3,0,,,,0,0,482.0
Case 199,Final Inspection Q.C.,6,24.571428571428573,0.2857142857142857,390.57142857142856,6,172,100.0
Case 199,Lapping - Machine 1,0,,,,0,0,63.0
Case 199,Final Inspection Q.C.,1,4.0,0.0,30.0,1,4,60.0
Case 199,Final Inspection Q.C.,0,,,,0,0,110.0
Case 199,Round Grinding - Machine 3,0,,,,0,0,52.0
Case 199,Final Inspection Q.C.,0,,,,0,0,113.0
Case 199,Round Grinding - Machine 3,1,16.0,0.0,582.0,1,16,584.0
Case 199,Lapping - Machine 1,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,1,45.0,0.0,75.0,1,45,73.0
Case 199,Round Grinding - Machine 3,1,22.0,0.0,514.0,1,22,514.0
Case 199,Final Inspection Q.C.,0,,,,0,0,70.0
Case 199,Final Inspection Q.C.,1,0.0,0.0,410.0,1,0,230.0
Case 199,Round Grinding - Machine 3,0,,,,0,0,212.0
Case 199,Final Inspection Q.C.,0,,,,0,0,60.0
Case 199,Packing,6,17.125,0.0,75.75,6,137,60.0
Case 199,Grinding Rework - Machine 27,0,,,,0,0,140.0
Case 199,Final Inspection Q.C.,0,,,,0,0,197.0
Case 199,Grinding Rework - Machine 27,1,15.0,0.0,332.0,1,15,66.0
Case 199,Grinding Rework - Machine 27,0,,,,0,0,91.0
Case 199,Final Inspection Q.C.,3,60.0,0.0,209.33333333333334,2,180,241.0
Case 199,Final Inspection Q.C.,0,,,,0,0,301.0
Case 199,Packing,7,94.42857142857143,0.0,62.142857142857146,2,661,60.0
Case 199,Final Inspection Q.C.,1,0.0,0.0,120.0,1,0,75.0
Case 199,Final Inspection Q.C.,1,18.0,0.0,2.0,1,18,100.0
Case 199,Grinding Rework - Machine 27,0,,,,0,0,102.0
Case 199,Packing,9,20.6,0.5,61.5,2,206,60.0
Case 199,Packing,4,3.0,0.0,71.25,2,12,60.0
Case 199,Packing,4,3.0,0.0,71.25,2,12,60.0
Case 199,Grinding Rework - Machine 27,2,42.0,0.0,339.0,2,84,201.0
Case 199,Packing,9,66.18181818181819,0.0,62.72727272727273,3,728,60.0
Case 199,Final Inspection Q.C.,0,,,,0,0,180.0
Case 199,Final Inspection Q.C.,1,0.0,5.0,19.0,1,0,75.0
Case 199,Packing,15,42.0,0.1875,81.5,5,672,60.0
Case 199,Final Inspection Q.C.,1,16.0,0.0,97.0,1,16,73.0
Case 199,Final Inspection Q.C.,0,,,,0,0,22.0
Case 199,Final Inspection Q.C.,1,9.0,1.0,83.0,1,9,10.0
Case 199,Final Inspection Q.C.,0,,,,0,0,10.0
Case 199,Final Inspection Q.C.,0,,,,0,0,20.0
Case 20,Turning & Milling - Machine 4,0,,,,0,0,350.0
Case 20,Turning & Milling Q.C.,0,,,,0,0,121.0
Case 20,Turning & Milling - Machine 4,0,,,,0,0,89.0
Case 20,Turning & Milling - Machine 4,1,12.0,0.0,322.0,1,12,70.0
Case 20,Turning & Milling - Machine 4,0,,,,0,0,249.0
Case 20,Turning & Milling - Machine 4,1,0.0,0.0,238.0,1,0,122.0
Case 20,Turning & Milling - Machine 4,0,,,,0,0,537.0
Case 20,Turning & Milling - Machine 4,0,,,,0,0,47.0
Case 20,Turning & Milling - Machine 4,3,15.666666666666666,0.0,264.3333333333333,3,47,635.0
Case 20,Turning & Milling Q.C.,0,,,,0,0,27.0
Case 20,Turning & Milling - Machine 4,0,,,,0,0,180.0
Case 20,Laser Marking - Machine 7,0,,,,0,0,61.0
Case 20,Round Grinding - Machine 3,0,,,,0,0,30.0
Case 20,Round Grinding - Machine 3,0,,,,0,0,75.0
Case 20,Round Grinding - Machine 3,3,22.666666666666668,0.3333333333333333,219.33333333333334,2,68,150.0
Case 20,Round Grinding - Machine 3,0,,,,0,0,455.0
Case 20,Round Grinding - Machine 3,0,,,,0,0,438.0
Case 20,Round Grinding - Machine 3,3,1.6666666666666667,0.0,156.0,2,5,188.0
Case 20,Round Grinding - Machine 3,1,11.0,0.0,224.0,1,11,21.0
Case 20,Turning & Milling Q.C.,0,,,,0,0,17.0
Case 20,Round Grinding - Machine 2,1,18.0,0.0,30.0,1,18,75.0
Case 20,Round Grinding - Machine 2,1,3.0,0.0,90.0,1,3,203.0
Case 20,Round Grinding - Machine 2,0,,,,0,0,360.0
Case 20,Final Inspection Q.C.,0,,,,0,0,471.0
Case 20,Packing,6,26.0,0.0,68.57142857142857,4,182,60.0
Case 200,Milling - Machine 10,6,15.5,0.0,67.5,3,93,75.0
Case 200,Grinding Rework - Machine 27,0,,,,0,0,74.0
Case 200,Final Inspection Q.C.,0,,,,0,0,28.0
Case 200,Final Inspection Q.C.,0,,,,0,0,75.0
Case 200,Packing,7,15.5,0.0,63.75,3,124,60.0
Case 200,Lapping - Machine 1,7,30.0,0.0,61.875,2,240,75.0
Case 200,Round Grinding - Machine 3,7,30.0,0.0,61.875,2,240,75.0
Case 201,Round Grinding - Q.C.,5,32.4,1.0,72.0,3,162,75.0
Case 201,Turning & Milling Q.C.,5,32.4,1.0,72.0,3,162,75.0
Case 201,Turning - Machine 8,0,,,,0,0,1.0
Case 201,Turning - Machine 8,0,,,,0,0,220.0
Case 201,Turning - Machine 8,0,,,,0,0,224.0
Case 201,Turning - Machine 8,0,,,,0,0,3.0
Case 201,Turning - Machine 8,1,0.0,0.0,97.0,1,0,69.0
Case 201,Turning - Machine 8,0,,,,0,0,279.0
Case 201,Turning - Machine 8,1,13.0,0.0,75.0,1,13,28.0
Case 201,Turning - Machine 8,0,,,,0,0,71.0
Case 201,Turning Q.C.,0,,,,0,0,61.0
Case 201,Turning & Milling Q.C.,2,0.0,0.5,63.5,2,0,130.0
Case 201,Turning & Milling - Machine 8,0,,,,0,0,489.0
Case 201,Turning & Milling - Machine 8,0,,,,0,0,111.0
Case 201,Turning & Milling - Machine 8,0,,,,0,0,174.0
Case 201,Milling - Machine 16,6,9.333333333333334,0.6666666666666666,151.66666666666666,4,56,660.0
Case 201,Turning & Milling Q.C.,1,0.0,0.0,70.0,1,0,301.0
Case 201,Packing,1,8.0,0.0,60.0,1,8,60.0
Case 201,Milling - Machine 16,3,4.333333333333333,0.3333333333333333,699.0,3,13,506.0
Case 201,Milling - Machine 16,0,,,,0,0,247.0
Case 201,Round Grinding - Machine 2,3,35.5,0.0,150.0,4,142,75.0
Case 201,Round Grinding - Manual,3,35.5,0.0,150.0,4,142,75.0
Case 201,Round Grinding - Q.C.,3,35.5,0.0,150.0,4,142,75.0
Case 201,Turning & Milling Q.C.,0,,,,0,0,61.0
Case 201,Round Grinding - Manual,0,,,,0,0,140.0
Case 201,Round Grinding - Manual,0,,,,0,0,125.0
Case 201,Turning & Milling Q.C.,2,29.5,0.5,75.0,2,59,75.0
Case 201,Turning & Milling Q.C.,0,,,,0,0,328.0
Case 201,Turning & Milling Q.C.,0,,,,0,0,120.0
Case 201,Turning & Milling Q.C.,13,42.25,0.9375,64.6875,5,676,75.0
Case 203,Turning & Milling Q.C.,4,35.25,0.0,128.0,3,141,103.0
Case 203,Laser Marking - Machine 7,0,,,,0,0,50.0
Case 203,Lapping - Machine 1,4,25.25,0.0,71.25,4,101,75.0
Case 203,Flat Grinding - Machine 11,0,,,,0,0,26.0
Case 203,Lapping - Machine 1,1,10.0,0.0,53.0,1,10,29.0
Case 203,Packing,1,32.0,0.0,60.0,1,32,60.0
Case 203,Final Inspection Q.C.,1,0.0,0.0,341.0,1,0,13.0
Case 205,Round Grinding - Manual,0,,,,0,0,100.0
Case 205,Round Grinding - Manual,0,,,,0,0,50.0
Case 205,Final Inspection Q.C.,0,,,,0,0,47.0
Case 205,Packing,5,6.2,0.0,66.0,2,31,60.0
Case 206,Turning & Milling Q.C.,1,0.0,0.0,71.0,1,0,5.0
Case 206,Laser Marking - Machine 7,0,,,,0,0,11.0
Case 206,Lapping - Machine 1,0,,,,0,0,49.0
Case 206,Round Grinding - Manual,2,0.0,0.0,175.0,1,0,94.0
Case 206,Round Grinding - Manual,1,4.0,0.0,233.0,1,4,436.0
Case 206,Final Inspection Q.C.,0,,,,0,0,296.0
Case 206,Final Inspection Q.C.,1,0.0,0.0,4.0,1,0,75.0
Case 206,Packing,4,10.2,0.0,133.4,3,51,60.0
Case 206,Round Grinding - Machine 12,0,,,,0,0,60.0
Case 206,Round Grinding - Machine 12,1,16.0,0.0,262.0,1,16,105.0
Case 206,Round Grinding - Machine 12,0,,,,0,0,100.0
Case 206,Final Inspection Q.C.,0,,,,0,0,119.0
Case 206,Final Inspection Q.C.,2,17.5,0.0,126.5,2,35,75.0
Case 206,Packing,3,86.66666666666667,0.0,65.0,2,260,60.0
Case 207,Turning & Milling - Machine 6,6,15.666666666666666,0.0,67.5,3,94,75.0
Case 207,Turning & Milling - Machine 6,0,,,,0,0,390.0
Case 207,Turning & Milling - Machine 6,4,25.25,0.0,71.25,3,101,75.0
Case 207,Turning & Milling - Machine 6,2,23.5,0.0,330.0,2,47,120.0
Case 207,Turning & Milling - Machine 6,0,,,,0,0,210.0
Case 207,Turning & Milling - Machine 6,5,3.5,0.16666666666666666,121.5,3,21,539.0
Case 207,Turning & Milling - Machine 6,0,,,,0,0,300.0
Case 207,Turning & Milling - Machine 6,3,15.0,0.0,65.0,2,45,75.0
Case 207,Turning & Milling - Machine 6,3,15.0,0.0,65.0,2,45,75.0
Case 207,Turning & Milling - Machine 6,2,5.5,0.0,589.5,1,11,113.0
Case 207,Turning & Milling - Machine 6,0,,,,0,0,369.0
Case 207,Turning & Milling - Machine 6,0,,,,0,0,458.0
Case 207,Turning & Milling - Machine 6,0,,,,0,0,450.0
Case 207,Turning & Milling - Machine 6,2,10.5,0.0,438.0,2,21,661.0
Case 207,Turning & Milling - Machine 9,2,38.5,0.0,407.5,2,77,75.0
Case 207,Turning & Milling - Machine 6,1,51.0,0.0,406.0,1,51,395.0
Case 207,Turning & Milling Q.C.,1,0.0,0.0,350.0,1,0,60.0
Case 207,Turning & Milling Q.C.,0,,,,0,0,20.0
Case 207,Turning & Milling Q.C.,0,,,,0,0,10.0
Case 207,Turning & Milling Q.C.,0,,,,0,0,10.0
Case 207,Turning & Milling - Machine 9,0,,,,0,0,1.0
Case 207,Turning & Milling Q.C.,1,2.0,0.0,102.0,1,2,13.0
Case 207,Lapping - Machine 1,4,12.2,0.0,130.4,2,61,75.0
Case 207,Laser Marking - Machine 7,0,,,,0,0,64.0
Case 207,Lapping - Machine 1,0,,,,0,0,115.0
Case 207,Laser Marking - Machine 7,0,,,,0,0,1.0
Case 207,Lapping - Machine 1,1,12.0,0.0,16.0,1,12,75.0
Case 207,Round Grinding - Machine 2,1,38.0,0.0,189.0,1,38,149.0
Case 207,Round Grinding - Machine 2,0,,,,0,0,56.0
Case 207,Round Grinding - Machine 2,0,,,,0,0,128.0
Case 207,Round Grinding - Machine 2,0,,,,0,0,174.0
Case 207,Round Grinding - Machine 2,0,,,,0,0,273.0
Case 207,Round Grinding - Machine 2,3,6.666666666666667,0.0,144.33333333333334,3,20,89.0
Case 207,Final Inspection Q.C.,2,5.0,0.0,256.5,2,10,30.0
Case 207,Final Inspection Q.C.,2,2.0,0.0,75.0,2,4,60.0
Case 207,Final Inspection Q.C.,0,,,,0,0,110.0
Case 207,Final Inspection Q.C.,1,0.0,0.0,40.0,1,0,171.0
Case 207,Final Inspection Q.C.,0,,,,0,0,150.0
Case 207,Final Inspection Q.C.,3,9.0,0.0,155.33333333333334,3,27,15.0
Case 207,Packing,7,23.25,0.0,65.625,3,186,60.0
Case 207,Packing,7,23.25,0.0,65.625,3,186,60.0
Case 208,Turning & Milling - Machine 10,0,,,,0,0,442.0
Case 208,Turning & Milling - Machine 10,0,,,,0,0,396.0
Case 208,Turning & Milling - Machine 10,0,,,,0,0,238.0
Case 208,Turning & Milling - Machine 10,1,1.0,0.0,208.0,1,1,275.0
Case 208,Turning & Milling - Machine 10,1,13.0,0.0,156.0,1,13,510.0
Case 208,Turning & Milling - Machine 10,0,,,,0,0,86.0
Case 208,Turning & Milling - Machine 10,0,,,,0,0,596.0
Case 208,Turning & Milling - Machine 10,0,,,,0,0,132.0
Case 208,Turning & Milling Q.C.,0,,,,0,0,360.0
Case 208,Laser Marking - Machine 7,1,5.0,0.0,29.0,1,5,53.0
Case 208,Lapping - Machine 1,1,45.0,0.0,1.0,1,45,141.0
Case 208,Round Grinding - Machine 2,0,,,,0,0,364.0
Case 208,Round Grinding - Machine 2,0,,,,0,0,167.0
Case 208,Round Grinding - Machine 2,4,20.0,0.0,331.75,4,80,311.0
Case 208,Final Inspection Q.C.,0,,,,0,0,120.0
Case 208,Grinding Rework - Machine 27,0,,,,0,0,277.0
Case 208,Grinding Rework - Machine 27,1,8.0,0.0,90.0,1,8,100.0
Case 208,Grinding Rework - Machine 27,0,,,,0,0,158.0
Case 208,Grinding Rework - Machine 27,0,,,,0,0,155.0
Case 208,Packing,4,16.2,0.4,63.0,2,81,60.0
Case 208,Final Inspection Q.C.,1,0.0,0.0,28.0,1,0,60.0
Case 209,Turning & Milling - Machine 6,0,,,,0,0,353.0
Case 209,Turning & Milling - Machine 6,1,26.0,0.0,583.0,1,26,217.0
Case 209,Turning & Milling - Machine 6,0,,,,0,0,364.0
Case 209,Turning & Milling - Machine 6,1,2.0,0.0,296.0,1,2,53.0
Case 209,Turning & Milling - Machine 6,1,25.0,0.0,650.0,1,25,640.0
Case 209,Turning & Milling - Machine 6,2,1.5,0.0,406.0,2,3,264.0
Case 209,Turning & Milling Q.C.,0,,,,0,0,9.0
Case 209,Laser Marking - Machine 7,1,35.0,0.0,378.0,1,35,75.0
Case 209,Lapping - Machine 1,1,35.0,0.0,378.0,1,35,375.0
Case 209,Final Inspection Q.C.,0,,,,0,0,212.0
Case 209,Packing,7,33.666666666666664,0.0,60.0,1,303,60.0
Case 209,Packing,7,33.666666666666664,0.0,60.0,1,303,60.0
Case 21,Turning & Milling - Machine 4,0,,,,0,0,628.0
Case 21,Turning & Milling - Machine 4,2,8.666666666666666,0.0,293.0,3,26,406.0
Case 21,Turning & Milling Q.C.,1,56.0,0.0,60.0,1,56,350.0
Case 21,Turning & Milling - Machine 4,0,,,,0,0,75.0
Case 21,Turning & Milling - Machine 4,0,,,,0,0,326.0
Case 21,Turning & Milling - Machine 4,1,36.0,0.0,897.5,1,72,1252.0
Case 21,Turning & Milling - Machine 4,0,,,,0,0,300.0
Case 21,Turning & Milling - Machine 4,0,,,,0,0,386.0
Case 21,Turning & Milling Q.C.,7,15.625,0.0,61.875,2,125,75.0
Case 21,Turning & Milling Q.C.,0,,,,0,0,64.0
Case 21,Turning & Milling Q.C.,0,,,,0,0,65.0
Case 21,Turning & Milling Q.C.,0,,,,0,0,1.0
Case 21,Laser Marking - Machine 7,0,,,,0,0,51.0
Case 21,Round Grinding - Machine 3,0,,,,0,0,62.0
Case 21,Round Grinding - Machine 3,1,83.0,0.0,30.0,1,83,110.0
Case 21,Round Grinding - Machine 3,3,13.4,0.2,105.0,2,67,930.0
Case 21,Round Grinding - Machine 3,0,,,,0,0,250.0
Case 21,Round Grinding - Machine 3,0,,,,0,0,90.0
Case 21,Round Grinding - Machine 2,0,,,,0,0,50.0
Case 21,Round Grinding - Machine 2,0,,,,0,0,135.0
Case 21,Turning & Milling Q.C.,3,11.666666666666666,0.0,429.6666666666667,3,35,30.0
Case 21,Round Grinding - Machine 2,2,5.0,0.0,177.0,2,10,169.0
Case 21,Round Grinding - Machine 2,0,,,,0,0,186.0
Case 21,Final Inspection Q.C.,1,69.0,0.0,1.0,1,69,33.0
Case 21,Final Inspection Q.C.,0,,,,0,0,97.0
Case 21,Round Grinding - Machine 3,0,,,,0,0,1.0
Case 21,Round Grinding - Machine 3,0,,,,0,0,1.0
Case 21,Final Inspection Q.C.,0,,,,0,0,75.0
Case 21,Packing,6,29.285714285714285,0.0,68.57142857142857,4,205,60.0
Case 210,Turning & Milling - Machine 6,0,,,,0,0,360.0
