Case ID,Activity,Last Qty Completed,Last Qty Rejected,Completion Time (minutes)
Case 210,Turning & Milling - Machine 6,1,0,50.0
Case 210,Turning & Milling - Machine 6,20,0,567.0
Case 210,Turning & Milling - Machine 6,15,0,450.0
Case 210,Turning & Milling - Machine 6,18,0,619.0
Case 210,Turning & Milling Q.C.,0,0,41.0
Case 210,Turning & Milling - Machine 6,22,0,540.0
Case 210,Turning & Milling - Machine 6,8,0,218.0
Case 210,Turning & Milling Q.C.,0,0,97.0
Case 210,Turning & Milling Q.C.,85,0,5.0
Case 210,Laser Marking - Machine 7,38,0,23.0
Case 210,Laser Marking - Machine 7,47,0,20.0
Case 210,Grinding Rework,0,0,149.0
Case 210,Lapping - Machine 1,0,0,88.0
Case 210,Lapping - Machine 1,35,0,48.0
Case 210,Lapping - Machine 1,0,0,75.0
Case 210,Lapping - Machine 1,0,0,91.0
Case 210,Lapping - Machine 1,50,0,40.0
Case 210,Round Grinding - Machine 12,0,0,65.0
Case 210,Round Grinding - Machine 12,21,0,234.0
Case 210,Round Grinding - Machine 12,3,0,34.0
Case 210,Final Inspection Q.C.,20,0,315.0
Case 210,Round Grinding - Manual,52,0,441.0
Case 210,Packing,20,0,60.0
Case 210,Round Grinding - Manual,9,0,87.0
Case 210,Final Inspection Q.C.,0,0,54.0
Case 210,Final Inspection Q.C.,65,0,1.0
Case 210,Packing,65,0,60.0
Case 211,Turning & Milling Q.C.,0,0,18.0
Case 211,Laser Marking - Machine 7,25,0,51.0
Case 211,Laser Marking - Machine 7,56,0,44.0
Case 211,Lapping - Machine 1,0,0,75.0
Case 211,Lapping - Machine 1,81,0,377.0
Case 211,Final Inspection Q.C.,0,0,457.0
Case 211,Final Inspection Q.C.,79,0,75.0
Case 211,Packing,12,0,60.0
Case 211,Packing,67,0,60.0
Case 212,Turning & Milling - Machine 6,0,0,61.0
Case 212,Turning & Milling - Machine 6,2,0,458.0
Case 212,Turning & Milling - Machine 6,8,0,180.0
Case 212,Turning & Milling Q.C.,0,0,84.0
Case 212,Turning & Milling - Machine 6,32,0,401.0
Case 212,Turning & Milling - Machine 6,24,0,328.0
Case 212,Turning & Milling Q.C.,0,1,43.0
Case 212,Turning & Milling Q.C.,65,0,1.0
Case 212,Laser Marking - Machine 7,65,0,30.0
Case 212,Lapping - Machine 1,30,0,100.0
Case 212,Lapping - Machine 1,35,0,219.0
Case 212,Final Inspection Q.C.,0,0,280.0
Case 212,Packing,64,0,60.0
Case 212,Final Inspection Q.C.,64,1,75.0
Case 214,Turning & Milling - Machine 6,2,0,399.0
Case 214,Turning & Milling - Machine 6,9,0,121.0
Case 214,Turning & Milling - Machine 6,2,0,277.0
Case 214,Turning & Milling - Machine 6,47,0,600.0
Case 214,Turning & Milling Q.C.,0,2,69.0
Case 214,Turning & Milling - Machine 6,1,0,47.0
Case 214,Turning & Milling - Machine 6,32,0,404.0
Case 214,Turning & Milling - Machine 6,8,0,244.0
Case 214,Turning & Milling - Machine 6,49,0,631.0
Case 214,Turning & Milling Q.C.,0,0,19.0
Case 214,Turning & Milling Q.C.,148,0,4.0
Case 214,Flat Grinding - Machine 11,148,0,225.0
Case 214,Flat Grinding - Machine 11,0,0,4.0
Case 214,Laser Marking - Machine 7,61,0,106.0
Case 214,Laser Marking - Machine 7,87,0,81.0
Case 214,Lapping - Machine 1,0,0,28.0
Case 214,Lapping - Machine 1,148,0,247.0
Case 214,Final Inspection Q.C.,148,0,319.0
Case 214,Packing,148,0,60.0
Case 215,Turning & Milling - Machine 8,0,0,241.0
Case 215,Turning & Milling - Machine 8,78,0,145.0
Case 215,Turning & Milling - Machine 8,30,0,70.0
Case 215,Turning & Milling Q.C.,0,0,1.0
Case 215,Turning & Milling Q.C.,108,0,75.0
Case 215,Laser Marking - Machine 7,100,0,43.0
Case 215,Lapping - Machine 1,100,0,147.0
Case 215,Lapping - Machine 1,8,0,75.0
Case 215,Laser Marking - Machine 7,8,0,75.0
Case 215,Final Inspection Q.C.,0,0,216.0
Case 215,Packing,108,0,60.0
Case 215,Final Inspection Q.C.,108,0,75.0
Case 218,Change Version - Machine 22,23,0,339.0
Case 218,Change Version - Machine 22,35,0,594.0
Case 218,Change Version - Machine 22,23,0,554.0
Case 218,Change Version - Machine 22,66,0,480.0
Case 218,Final Inspection Q.C.,0,0,126.0
Case 218,Packing,148,0,60.0
Case 218,Laser Marking - Machine 7,148,0,83.0
Case 218,Final Inspection Q.C.,148,0,50.0
Case 219,Lapping - Machine 1,15,0,69.0
Case 219,Lapping - Machine 1,15,0,28.0
Case 219,Round Grinding - Machine 2,0,0,52.0
Case 219,Round Grinding - Machine 2,0,0,50.0
Case 219,Round Grinding - Machine 2,1,0,139.0
Case 219,Round Grinding - Machine 2,15,0,317.0
Case 219,Round Grinding - Machine 2,14,0,334.0
Case 219,Final Inspection Q.C.,0,1,349.0
Case 219,Final Inspection Q.C.,19,1,1.0
Case 219,Packing,19,0,60.0
Case 219,Packing,7,0,60.0
Case 22,Turning & Milling - Machine 9,4,0,120.0
Case 22,Turning & Milling - Machine 9,2,0,536.0
Case 22,Turning & Milling - Machine 9,3,0,64.0
Case 22,Turning & Milling - Machine 9,0,0,27.0
Case 22,Turning & Milling - Machine 9,1,0,360.0
Case 22,Turning & Milling Q.C.,4,1,16.0
Case 22,Laser Marking - Machine 7,4,0,59.0
Case 22,Lapping - Machine 1,4,0,113.0
Case 22,Round Grinding - Machine 12,0,0,40.0
Case 22,Round Grinding - Machine 12,4,0,100.0
Case 22,Final Inspection Q.C.,0,0,61.0
Case 22,Packing,4,0,60.0
Case 22,Final Inspection Q.C.,4,0,61.0
Case 222,Packing,0,0,60.0
Case 223,Turning & Milling - Machine 8,1,0,190.0
Case 223,Turning & Milling Q.C.,0,0,161.0
Case 223,Turning & Milling - Machine 8,0,0,108.0
Case 223,Turning & Milling - Machine 8,8,0,99.0
Case 223,Turning & Milling - Machine 8,6,0,110.0
Case 223,Turning & Milling - Machine 8,15,0,481.0
Case 223,Turning & Milling Q.C.,30,0,100.0
Case 223,Laser Marking - Machine 7,30,0,47.0
Case 223,Flat Grinding - Machine 11,0,0,75.0
Case 223,Flat Grinding - Machine 11,0,0,75.0
Case 223,Flat Grinding - Machine 11,12,0,40.0
Case 223,Lapping - Machine 1,12,0,20.0
Case 223,Final Inspection Q.C.,0,0,20.0
Case 223,Flat Grinding - Machine 11,0,0,75.0
Case 223,Flat Grinding - Machine 11,0,0,75.0
Case 223,Flat Grinding - Machine 11,0,0,75.0
Case 223,Final Inspection Q.C.,12,0,120.0
Case 223,Packing,12,0,60.0
Case 223,Flat Grinding - Machine 11,18,0,45.0
Case 223,Lapping - Machine 1,18,0,50.0
Case 223,Final Inspection Q.C.,0,0,117.0
Case 223,Final Inspection Q.C.,18,0,20.0
Case 223,Packing,0,0,60.0
Case 223,Packing,18,0,60.0
Case 224,Turning & Milling Q.C.,0,0,100.0
Case 224,Turning & Milling Q.C.,0,0,30.0
Case 224,Turning & Milling Q.C.,0,0,30.0
Case 225,Grinding Rework - Machine 27,0,0,535.0
Case 225,Laser Marking - Machine 7,79,0,75.0
Case 225,Grinding Rework - Machine 2,0,0,342.0
Case 225,Grinding Rework - Machine 27,0,0,200.0
Case 225,Laser Marking - Machine 7,94,0,75.0
Case 225,Lapping - Machine 1,0,0,75.0
Case 225,Lapping - Machine 1,0,0,94.0
Case 225,Lapping - Machine 1,43,0,83.0
Case 225,Round Grinding - Machine 2,0,0,29.0
Case 225,Lapping - Machine 1,0,0,75.0
Case 225,Lapping - Machine 1,15,0,55.0
Case 225,Round Grinding - Machine 2,0,0,266.0
Case 225,Lapping - Machine 1,21,0,34.0
Case 225,Round Grinding - Machine 2,6,0,112.0
Case 225,Round Grinding - Machine 2,0,0,145.0
Case 225,Lapping - Machine 1,0,0,38.0
Case 225,Round Grinding - Machine 2,13,0,292.0
Case 225,Round Grinding - Machine 2,17,0,412.0
Case 225,Round Grinding - Machine 2,17,0,554.0
Case 225,Round Grinding - Machine 2,22,0,433.0
Case 225,Lapping - Machine 1,20,0,75.0
Case 225,Turning Rework - Machine 21,10,0,300.0
Case 225,Lapping - Machine 1,0,0,238.0
Case 225,Lapping - Machine 1,63,0,73.0
Case 225,Lapping - Machine 1,0,0,107.0
Case 225,Round Grinding - Machine 3,0,0,240.0
Case 225,Final Inspection Q.C.,0,0,60.0
Case 225,Final Inspection Q.C.,0,0,230.0
Case 225,Final Inspection Q.C.,0,0,220.0
Case 225,Round Grinding - Machine 3,28,0,600.0
Case 225,Round Grinding - Machine 3,26,0,536.0
Case 225,Final Inspection Q.C.,0,0,86.0
Case 225,Lapping - Machine 1,32,0,217.0
Case 225,Final Inspection Q.C.,0,0,230.0
Case 225,Round Grinding - Machine 3,24,0,454.0
Case 225,Final Inspection Q.C.,0,0,50.0
Case 225,Final Inspection Q.C.,58,0,40.0
Case 225,Packing,0,0,60.0
Case 225,Packing,58,0,60.0
Case 225,Final Inspection Q.C.,0,0,100.0
Case 225,Final Inspection Q.C.,0,0,110.0
Case 225,Final Inspection Q.C.,0,0,40.0
Case 225,Final Inspection Q.C.,0,0,80.0
Case 225,Final Inspection Q.C.,0,0,170.0
Case 225,Final Inspection Q.C.,0,0,50.0
Case 225,Packing,48,0,60.0
Case 225,Final Inspection Q.C.,48,0,60.0
Case 225,Grinding Rework - Machine 27,0,0,169.0
Case 225,Packing,14,0,60.0
Case 225,Final Inspection Q.C.,14,0,50.0
Case 225,Final Inspection Q.C.,0,0,171.0
Case 225,Final Inspection Q.C.,0,5,125.0
Case 225,Final Inspection Q.C.,0,1,40.0
Case 225,Final Inspection Q.C.,0,2,60.0
Case 225,Final Inspection Q.C.,0,2,60.0
Case 225,Laser Marking - Machine 7,0,0,47.0
Case 225,Final Inspection Q.C.,18,0,60.0
Case 225,Round Grinding - Machine 2,1,0,180.0
Case 225,Round Grinding - Machine 2,18,0,235.0
Case 225,Packing,18,0,60.0
Case 225,Final Inspection Q.C.,0,0,50.0
Case 225,Final Inspection Q.C.,0,0,180.0
Case 225,Final Inspection Q.C.,12,0,60.0
Case 225,Packing,12,0,60.0
Case 225,Grinding Rework - Machine 27,0,0,60.0
Case 225,Grinding Rework - Machine 27,0,0,28.0
Case 225,Grinding Rework - Machine 2,0,0,180.0
Case 225,Packing,3,0,60.0
Case 225,Final Inspection Q.C.,0,0,110.0
Case 225,Final Inspection Q.C.,0,0,75.0
Case 225,Grinding Rework - Machine 27,0,0,35.0
Case 225,Packing,9,0,60.0
Case 225,Final Inspection Q.C.,9,0,30.0
Case 225,Grinding Rework - Machine 27,0,0,127.0
Case 225,Laser Marking - Machine 7,12,0,75.0
Case 227,Packing,10,0,60.0
Case 227,Final Inspection Q.C.,10,0,56.0
Case 228,Turning & Milling - Machine 8,10,0,76.0
Case 228,Turning & Milling - Machine 8,0,0,60.0
Case 228,Turning & Milling - Machine 8,9,0,60.0
Case 228,Turning & Milling Q.C.,9,1,75.0
Case 228,Turning & Milling Q.C.,0,0,49.0
Case 228,Turning & Milling Q.C.,9,0,75.0
Case 228,Laser Marking - Machine 7,9,0,75.0
Case 228,Flat Grinding - Machine 11,9,0,119.0
Case 228,Final Inspection Q.C.,0,0,80.0
Case 228,Final Inspection Q.C.,9,0,75.0
Case 228,Packing,9,0,60.0
Case 229,Turning & Milling - Machine 8,0,0,417.0
Case 229,Turning Q.C.,0,0,97.0
Case 229,Turning & Milling - Machine 8,20,0,411.0
Case 229,Turning & Milling - Machine 8,4,0,126.0
Case 229,Turning Q.C.,24,0,99.0
Case 229,Laser Marking - Machine 7,24,0,25.0
Case 229,Flat Grinding - Machine 11,24,0,131.0
Case 229,Laser Marking - Machine 7,0,0,38.0
Case 229,Final Inspection Q.C.,0,0,166.0
Case 229,Final Inspection Q.C.,24,0,30.0
Case 229,Packing,24,0,60.0
Case 23,Turning - Machine 5,0,0,196.0
Case 23,Turning - Machine 5,13,0,243.0
Case 23,Turning & Milling - Machine 5,0,0,327.0
Case 23,Turning Q.C.,13,0,60.0
Case 23,Turning & Milling Q.C.,12,1,34.0
Case 23,Turning & Milling - Machine 5,13,0,243.0
Case 23,Turning & Milling - Machine 5,0,0,338.0
Case 23,Laser Marking - Machine 7,12,0,60.0
Case 23,Lapping - Machine 1,12,0,60.0
Case 23,Round Grinding - Machine 12,6,0,404.0
Case 23,Round Grinding - Machine 12,6,0,450.0
Case 23,Round Grinding - Q.C.,12,0,170.0
Case 23,Lapping - Machine 1,2,0,75.0
Case 23,Round Grinding - Machine 3,0,0,127.0
Case 23,Round Grinding - Machine 3,2,0,30.0
Case 23,Final Inspection Q.C.,0,2,50.0
Case 230,Turning & Milling - Machine 6,0,0,71.0
Case 230,Turning & Milling - Machine 6,0,0,326.0
Case 230,Turning & Milling - Machine 6,1,0,176.0
Case 230,Turning & Milling - Machine 6,14,0,339.0
Case 230,Turning & Milling Q.C.,5,0,11.0
Case 230,Turning & Milling - Machine 6,35,0,630.0
Case 230,Turning & Milling - Machine 6,35,0,537.0
Case 230,Turning & Milling Q.C.,0,0,15.0
Case 230,Turning & Milling - Machine 6,5,0,85.0
Case 230,Turning & Milling - Machine 6,15,0,230.0
Case 230,Turning & Milling Q.C.,99,1,75.0
Case 230,Laser Marking - Machine 7,36,0,58.0
Case 230,Flat Grinding - Machine 11,34,0,140.0
Case 230,Laser Marking - Machine 7,68,0,51.0
Case 230,Flat Grinding - Machine 11,50,0,341.0
Case 230,Flat Grinding - Machine 11,20,0,172.0
Case 230,Round Grinding - Manual,29,0,387.0
Case 230,Round Grinding - Manual,3,0,94.0
Case 230,Round Grinding - Machine 12,0,0,109.0
Case 230,Round Grinding - Machine 12,0,0,40.0
Case 230,Round Grinding - Machine 12,13,0,225.0
Case 230,Round Grinding - Manual,31,0,154.0
Case 230,Round Grinding - Manual,24,0,112.0
Case 230,Round Grinding - Machine 12,10,0,325.0
Case 230,Round Grinding - Machine 12,0,0,140.0
Case 230,Round Grinding - Machine 12,0,0,69.0
Case 230,Round Grinding - Machine 19,1,0,188.0
Case 230,Round Grinding - Machine 19,0,0,15.0
Case 230,Round Grinding - Machine 19,17,0,75.0
Case 230,Round Grinding - Machine 12,0,0,41.0
Case 230,Round Grinding - Machine 12,0,0,57.0
Case 230,Round Grinding - Machine 19,31,0,170.0
Case 230,Round Grinding - Machine 19,1,0,60.0
Case 230,Round Grinding - Machine 19,48,0,310.0
Case 230,Final Inspection Q.C.,0,0,195.0
Case 230,Final Inspection Q.C.,44,0,3.0
Case 230,Packing,44,0,60.0
Case 230,Fix - Machine 3,0,0,19.0
Case 230,Fix - Machine 3,0,0,135.0
Case 230,Final Inspection Q.C.,0,0,66.0
Case 230,Packing,60,0,60.0
Case 230,Final Inspection Q.C.,60,0,349.0
Case 231,Lapping - Machine 1,19,0,182.0
Case 231,Round Grinding - Machine 2,1,0,214.0
Case 231,Round Grinding - Machine 2,2,0,102.0
Case 231,Round Grinding - Machine 2,10,0,440.0
Case 231,Round Grinding - Machine 2,6,0,299.0
Case 231,Round Grinding - Q.C.,0,0,188.0
Case 231,Round Grinding - Q.C.,0,0,168.0
Case 231,Round Grinding - Q.C.,2,0,30.0
Case 231,Final Inspection Q.C.,0,2,30.0
Case 231,Round Grinding - Q.C.,17,0,178.0
Case 231,Final Inspection Q.C.,15,0,70.0
Case 231,Final Inspection Q.C.,0,0,69.0
Case 231,Packing,16,0,60.0
Case 231,Final Inspection Q.C.,1,0,30.0
Case 231,Final Inspection Q.C.,0,1,40.0
Case 232,Turning & Milling Q.C.,4,1,5.0
Case 232,Turning & Milling - Machine 5,3,0,75.0
Case 232,Laser Marking - Machine 7,4,0,75.0
Case 232,Lapping - Machine 1,4,0,45.0
Case 232,Round Grinding - Machine 12,0,0,60.0
Case 232,Round Grinding - Machine 12,0,0,157.0
Case 232,Round Grinding - Machine 12,0,0,341.0
Case 232,Lapping - Machine 1,0,0,19.0
Case 232,Round Grinding - Manual,0,0,66.0
Case 232,Round Grinding - Manual,2,0,104.0
Case 232,Round Grinding - Manual,2,0,128.0
Case 232,Round Grinding - Machine 12,0,0,30.0
Case 232,Round Grinding - Machine 12,2,0,374.0
Case 232,Round Grinding - Machine 12,0,0,210.0
Case 232,Round Grinding - Machine 12,1,0,95.0
Case 232,Round Grinding - Machine 12,1,0,216.0
Case 232,Final Inspection Q.C.,0,1,240.0
Case 232,Packing,3,0,60.0
Case 232,Final Inspection Q.C.,3,0,1.0
Case 233,Turn & Mill. & Screw Assem - Machine 9,0,0,300.0
Case 233,Turn & Mill. & Screw Assem - Machine 9,2,0,269.0
Case 233,Turn & Mill. & Screw Assem - Machine 9,7,0,196.0
Case 233,Turn & Mill. & Screw Assem - Machine 9,9,0,270.0
Case 233,Turning & Milling Q.C.,15,2,154.0
Case 233,Laser Marking - Machine 7,15,0,22.0
Case 233,Flat Grinding - Machine 11,15,0,143.0
Case 233,Turn & Mill. & Screw Assem - Machine 9,1,0,165.0
Case 233,Turn & Mill. & Screw Assem - Machine 9,2,0,37.0
Case 233,Turning & Milling Q.C.,0,0,60.0
Case 233,Turn & Mill. & Screw Assem - Machine 9,3,0,91.0
Case 233,Turning & Milling Q.C.,6,0,101.0
Case 233,Turning Rework - Machine 21,2,0,60.0
Case 233,Turning & Milling Q.C.,1,0,37.0
Case 233,Laser Marking - Machine 7,7,0,4.0
Case 233,Flat Grinding - Machine 11,7,0,22.0
Case 233,Turning & Milling Q.C.,0,0,31.0
Case 233,Lapping - Machine 1,22,0,25.0
Case 233,Round Grinding - Machine 2,0,0,101.0
Case 233,Round Grinding - Machine 2,1,0,45.0
Case 233,Round Grinding - Machine 2,9,0,167.0
Case 233,Round Grinding - Machine 2,12,0,232.0
Case 233,Final Inspection Q.C.,0,0,180.0
Case 233,Final Inspection Q.C.,0,0,96.0
Case 233,Packing,22,0,60.0
Case 233,Final Inspection Q.C.,22,0,21.0
Case 234,Turning Q.C.,0,0,49.0
Case 234,Turning Q.C.,59,1,75.0
Case 234,Wire Cut - Machine 18,0,0,300.0
Case 234,Wire Cut - Machine 18,0,0,240.0
Case 234,Wire Cut - Machine 18,0,0,480.0
Case 234,Turning Q.C.,0,0,73.0
Case 234,Turning Q.C.,0,0,73.0
Case 234,Turning & Milling - Machine 5,0,0,463.0
Case 234,Turning & Milling - Machine 5,0,0,422.0
Case 234,Turning & Milling - Machine 5,1,0,511.0
Case 234,Turning & Milling Q.C.,0,0,175.0
Case 234,Turning & Milling - Machine 5,0,0,90.0
Case 234,Turning & Milling - Machine 5,2,0,296.0
Case 234,Turning & Milling - Machine 5,4,0,410.0
Case 234,Turning & Milling Q.C.,0,0,180.0
Case 234,Turning & Milling - Machine 5,3,0,515.0
Case 234,Turning & Milling - Machine 5,0,0,6.0
Case 234,Turning & Milling - Machine 5,3,0,330.0
Case 234,Turning & Milling - Machine 5,4,0,411.0
Case 234,Turning & Milling Q.C.,0,0,100.0
Case 234,Turning & Milling - Machine 5,5,0,514.0
Case 234,Turning & Milling - Machine 5,4,0,438.0
Case 234,Turning & Milling - Machine 5,4,0,366.0
Case 234,Turning & Milling Q.C.,0,0,100.0
Case 234,Turning & Milling - Machine 5,0,0,250.0
Case 234,Turning & Milling - Machine 5,5,0,421.0
Case 234,Turning & Milling Q.C.,0,0,80.0
Case 234,Turning & Milling - Machine 5,6,0,602.0
Case 234,Turning & Milling - Machine 5,6,0,600.0
Case 234,Turning & Milling - Machine 5,8,0,603.0
Case 234,Turning & Milling - Machine 5,4,0,450.0
Case 234,Turning & Milling Q.C.,0,1,70.0
Case 234,Turning & Milling Q.C.,58,0,249.0
Case 234,Turning & Milling Q.C.,0,0,100.0
Case 234,Turning & Milling Q.C.,0,0,90.0
Case 234,Packing,58,0,60.0
Case 234,Final Inspection Q.C.,58,0,186.0
Case 235,Turning & Milling Q.C.,0,0,1.0
Case 235,Turning & Milling Q.C.,0,0,96.0
Case 235,Turning & Milling - Machine 10,0,0,70.0
Case 235,Turning & Milling - Machine 10,0,0,202.0
Case 235,Turning & Milling - Machine 10,0,0,633.0
Case 235,Turning & Milling - Machine 10,1,0,476.0
Case 235,Turning & Milling Q.C.,0,0,163.0
Case 235,Turning & Milling - Machine 10,1,0,397.0
Case 235,Turning & Milling - Machine 9,0,0,77.0
Case 235,Turning & Milling - Machine 10,3,0,388.0
Case 235,Turning & Milling Q.C.,0,0,100.0
Case 235,Turning & Milling Q.C.,0,0,60.0
Case 235,Turning & Milling - Machine 10,3,0,336.0
Case 235,Turning & Milling Q.C.,0,0,90.0
Case 235,Turning & Milling - Machine 10,4,0,543.0
Case 235,Milling - Machine 16,0,0,330.0
Case 235,Turning & Milling Q.C.,0,1,85.0
Case 235,Turning & Milling Q.C.,11,0,230.0
Case 235,Deburring - Manual,11,0,75.0
Case 235,Flat Grinding - Machine 11,11,0,0.0
Case 235,Laser Marking - Machine 7,11,0,75.0
Case 235,Lapping - Machine 1,11,0,75.0
Case 235,Round Grinding - Machine 2,0,0,146.0
Case 235,Round Grinding - Machine 3,0,0,180.0
Case 235,Round Grinding - Machine 3,11,0,195.0
Case 235,Round Grinding - Machine 3,0,0,45.0
Case 235,Round Grinding - Manual,0,0,380.0
Case 235,Turning & Milling Q.C.,0,0,109.0
Case 235,Round Grinding - Machine 3,0,0,80.0
Case 235,Round Grinding - Machine 3,11,0,244.0
Case 235,Deburring - Manual,0,0,124.0
Case 235,Grinding Rework - Machine 27,0,0,26.0
Case 235,Packing,10,0,60.0
Case 235,Final Inspection Q.C.,0,0,100.0
Case 235,Final Inspection Q.C.,0,0,50.0
Case 235,Final Inspection Q.C.,10,0,60.0
Case 235,Final Inspection Q.C.,0,0,230.0
Case 235,Final Inspection Q.C.,0,0,280.0
Case 235,Final Inspection Q.C.,0,1,110.0
Case 236,Round Grinding - Manual,0,0,45.0
Case 236,Round Grinding - Manual,0,0,105.0
Case 236,Turning & Milling Q.C.,0,0,54.0
Case 236,Round Grinding - Manual,0,0,290.0
Case 236,Round Grinding - Manual,16,0,460.0
Case 236,Round Grinding - Manual,4,0,44.0
Case 236,Final Inspection Q.C.,20,0,336.0
Case 236,Packing,20,0,60.0
Case 237,Turning & Milling Q.C.,179,0,75.0
Case 237,Turning & Milling - Machine 4,31,0,360.0
Case 237,Turning & Milling Q.C.,131,0,75.0
Case 237,Turning & Milling Q.C.,0,3,145.0
Case 237,Laser Marking - Machine 7,10,0,50.0
Case 237,Laser Marking - Machine 7,300,0,149.0
Case 237,Round Grinding - Machine 3,0,0,143.0
Case 237,Round Grinding - Machine 3,72,0,398.0
Case 237,Round Grinding - Machine 3,47,0,572.0
Case 237,Round Grinding - Machine 3,26,0,112.0
Case 237,Round Grinding - Machine 3,0,0,239.0
Case 237,Round Grinding - Machine 3,10,0,105.0
Case 237,Round Grinding - Machine 3,0,0,240.0
Case 237,Round Grinding - Machine 3,28,0,75.0
Case 237,Round Grinding - Machine 3,0,0,255.0
Case 237,Round Grinding - Machine 3,72,0,343.0
Case 237,Round Grinding - Machine 3,0,0,77.0
Case 237,Round Grinding - Machine 3,23,0,188.0
Case 237,Round Grinding - Machine 3,14,0,137.0
Case 237,Round Grinding - Machine 3,18,0,213.0
Case 237,Round Grinding - Machine 3,30,0,140.0
Case 237,Round Grinding - Machine 3,130,0,430.0
Case 237,Round Grinding - Machine 3,0,0,6.0
Case 237,Round Grinding - Machine 3,17,0,80.0
Case 237,Round Grinding - Machine 3,37,0,219.0
Case 237,Round Grinding - Machine 3,66,0,197.0
Case 237,Final Inspection Q.C.,0,0,248.0
Case 237,Packing,235,0,60.0
Case 237,Final Inspection Q.C.,0,0,47.0
Case 237,Final Inspection Q.C.,235,0,120.0
Case 237,Round Grinding - Machine 2,0,0,65.0
Case 237,Round Grinding - Machine 2,30,0,98.0
Case 237,Round Grinding - Machine 2,0,0,135.0
Case 237,Final Inspection Q.C.,0,0,59.0
Case 237,Final Inspection Q.C.,49,0,495.0
Case 237,Final Inspection Q.C.,0,14,1.0
Case 237,Packing,49,0,60.0
Case 237,Grinding Rework - Machine 27,0,0,65.0
Case 237,Grinding Rework - Machine 27,0,0,200.0
Case 238,Turning & Milling - Machine 4,0,0,360.0
Case 238,Turning & Milling - Machine 4,0,0,420.0
Case 238,Turning & Milling - Machine 4,10,0,120.0
Case 238,Turning & Milling - Machine 4,52,0,660.0
Case 238,Turning & Milling - Machine 4,1,0,75.0
Case 238,Turning & Milling - Machine 4,0,0,8.0
Case 238,Turning & Milling Q.C.,94,0,87.0
Case 238,Turning & Milling - Machine 4,31,0,350.0
Case 238,Turning & Milling - Machine 4,65,0,618.0
Case 238,Turning & Milling Q.C.,0,0,39.0
Case 238,Turning & Milling - Machine 4,40,0,650.0
Case 238,Turning & Milling - Machine 4,0,0,11.0
Case 238,Turning & Milling - Machine 4,67,0,627.0
Case 238,Turning & Milling - Machine 4,54,0,643.0
Case 238,Turning & Milling Q.C.,0,0,83.0
Case 238,Turning & Milling Q.C.,225,1,32.0
